sequence_length,max_value
110,95956
141,504196
110,95956
110,157384
110,177064
110,3025348
110,95956
110,157396
53,149416
53,236104
110,95956
110,157408
110,132820
110,354184
53,112084
172,199240
53,112084
203,756520
53,298888
53,298888
154,1702276
154,2690008
35,52480
141,359152
141,359152
141,359152
48,52484
48,157456
48,118096
141,1276936
79,52488
79,265732
79,78736
79,319300
79,59056
79,157480
141,177172
141,531520
79,52496
79,157492
110,224260
110,236248
79,52500
79,157504
79,118132
79,354400
79,52504
203,575728
79,78760
278,1345732
53,189268
53,189268
53,265840
79,797524
79,52512
79,157540
79,78772
79,236320
79,66472
79,157552
79,118168
203,575728
79,52520
110,3234328
79,78784
53,236356
79,59092
79,157576
79,177280
340,106358020
79,52528
79,157588
79,88648
79,236392
79,52532
79,157600
128,336616
128,354616
79,52536
247,639088
79,78808
79,265984
79,133000
79,157624
247,3455296
247,3455296
35,52544
79,157636
203,269728
203,269728
216,250504
216,250504
216,250504
203,673432
216,250504
203,284128
216,250504
216,250504
216,250504
216,250504
79,224512
79,532168
35,52560
102,959092
102,1010392
102,1010392
35,52564
35,157696
216,250504
216,354832
66,94768
66,177424
66,94768
216,399220
66,94768
66,157720
110,479680
110,798496
79,52576
66,199636
48,78868
48,236608
48,52580
48,157744
48,118312
110,2274208
79,52584
102,399328
79,78880
102,852928
66,99844
66,157768
66,177496
66,599056
79,52592
79,157780
66,88756
66,236680
79,52596
79,157792
66,133144
66,355048
79,66580
128,674080
79,78904
66,266308
79,199744
79,199744
66,599236
66,1797712
141,52608
79,157828
79,78916
79,236752
102,84292
102,157840
102,118384
79,355156
141,52616
79,299680
141,78928
102,236788
141,59200
141,157864
79,177604
79,532816
141,52624
79,157876
79,133216
79,236824
141,52628
141,157888
79,118420
79,355264
141,52632
79,177640
141,78952
216,599560
216,505924
216,505924
216,505924
203,1280608
141,52640
79,157924
203,144340
203,236896
203,144340
203,157936
203,144340
110,512944
141,52648
79,899584
141,78976
79,253024
141,59236
141,157960
141,177712
102,533140
141,52656
141,157972
141,88864
141,236968
141,52660
141,157984
172,199960
172,355480
141,52664
141,177748
141,79000
172,266632
172,149992
172,158008
172,399976
203,3037336
141,52672
66,427192
66,427192
66,427192
141,52676
141,158032
141,118528
141,355588
141,52680
128,266704
141,79024
128,237076
141,59272
141,158056
102,337588
102,533464
141,52688
141,158068
102,320488
102,320488
141,52692
141,158080
172,150064
172,355696
172,52696
172,177856
172,79048
172,400192
172,88936
172,158104
79,675376
79,800440
141,52704
128,300184
141,79060
141,237184
172,126664
172,158128
172,126664
172,600424
141,52712
102,569968
141,79072
128,2564944
128,190024
128,190024
128,190024
247,4869700
141,52720
141,158164
141,100096
141,237256
141,52724
141,158176
102,225232
102,355912
247,975400
102,240568
247,975400
102,300328
247,975400
247,975400
102,1520512
102,4054696
97,52736
128,168964
141,79108
141,237328
128,52740
128,158224
128,118672
79,356020
128,52744
128,267028
128,79120
128,237364
128,59344
128,158248
128,178036
128,534112
128,52752
128,158260
79,253528
79,253528
128,52756
128,158272
79,118708
79,356128
128,52760
79,178072
128,79144
84,901528
128,89044
128,158296
128,267136
79,801412
35,52768
84,304720
128,79156
128,237472
128,84544
128,158320
128,118744
128,400768
35,52776
84,1014496
35,79168
128,237508
247,481624
247,481624
247,481624
84,1141432
35,52784
247,481624
247,481624
247,481624
35,52788
35,158368
154,6171712
154,6171712
102,67768
128,178180
102,79192
141,267280
102,133648
102,158392
141,400948
141,1202848
141,52800
141,158404
141,79204
141,237616
79,52804
79,158416
79,118816
154,1465108
79,52808
102,267352
79,79216
79,237652
79,59416
79,158440
154,542104
154,542104
141,52816
79,158452
79,300832
79,300832
141,52820
141,158464
79,118852
79,356560
48,52824
141,178288
48,79240
128,542212
48,89152
48,158488
79,267460
79,802384
141,52832
79,200608
48,79252
48,237760
48,52836
48,158512
48,118888
141,902824
141,52840
102,857032
141,79264
79,237796
79,150496
79,158536
79,178360
128,601972
79,52848
141,158548
128,214324
128,237832
79,52852
79,158560
48,133792
48,356776
79,66904
102,1928932
79,79288
48,267604
172,225808
172,225808
172,602152
203,21973336
97,52864
172,338740
141,79300
141,237904
53,52868
53,158608
53,118960
79,356884
141,52872
128,1715092
141,79312
53,237940
141,59488
141,158632
79,225880
79,535408
53,52880
53,158644
53,133864
53,237976
53,52884
53,158656
141,118996
141,356992
53,52888
172,254176
53,79336
154,1930120
53,100420
53,158680
53,267784
154,1355668
97,52896
79,158692
53,79348
53,238048
154,225988
154,225988
154,225988
128,572020
97,52904
128,2033908
97,79360
123,238084
53,59524
53,158728
53,178576
123,535732
79,80512
141,158740
141,89296
141,238120
79,80512
79,158752
79,200932
79,357208
79,80512
123,178612
79,80512
123,267928
141,133972
141,158776
141,401920
172,1205764
48,52928
79,158788
53,113056
53,238192
48,52932
48,158800
48,119104
79,357316
48,52936
79,268000
48,79408
79,238228
48,59560
48,158824
278,11003416
278,11003416
48,52944
141,158836
141,201040
141,238264
48,52948
48,158848
172,119140
172,357424
141,52952
141,178720
141,79432
154,644164
141,89368
141,158872
154,815344
154,815344
48,52960
123,452464
48,79444
48,238336
123,52964
123,158896
123,119176
247,2480056
48,52968
123,402244
48,79456
141,301696
123,67048
123,158920
123,178792
128,1357720
172,190996
48,158932
128,305908
128,305908
172,190996
172,190996
53,134116
53,357640
172,190996
123,201184
172,190996
172,452680
123,381976
123,381976
123,905416
123,4583680
97,52992
48,158980
53,79492
53,238480
79,52996
79,158992
79,119248
53,357748
79,53000
247,1276936
79,79504
79,238516
79,59632
79,159016
79,178900
79,536704
97,53008
79,159028
172,150964
172,238552
97,53012
97,159040
79,119284
79,357856
97,53016
79,339712
97,79528
172,3057424
278,497176
278,497176
278,497176
216,2942080
79,53024
79,159076
79,79540
79,238624
79,67120
79,159088
79,119320
123,402712
79,53032
123,604096
79,79552
79,238660
79,59668
79,159112
79,179008
79,537028
79,53040
79,159124
79,89512
79,238696
79,53044
79,159136
123,302128
123,358072
141,75544
141,179044
141,79576
141,268576
141,134296
141,159160
123,453256
123,1208680
97,53056
79,159172
79,79588
79,238768
79,53060
79,159184
79,119392
79,453328
79,56680
79,268648
79,79600
79,238804
79,59704
79,159208
79,255040
79,537352
97,53072
79,159220
154,6980632
154,6980632
97,53076
97,159232
172,191320
172,358288
79,85048
79,179152
79,85048
172,1721896
79,89584
79,159256
79,268756
79,806272
48,53088
84,382696
97,79636
97,238912
97,53092
97,159280
97,119464
84,6889048
48,53096
79,403216
48,79648
172,238948
79,100816
79,159304
79,179224
123,604888
48,53104
48,159316
79,89620
79,238984
48,53108
48,159328
79,134440
79,358504
79,127636
79,453760
79,127636
79,268900
79,201688
79,201688
79,680704
79,1815208
141,53120
172,817936
48,79684
48,239056
79,107728
79,159376
79,119536
48,358612
97,53128
123,302596
97,79696
79,239092
97,59776
97,159400
79,179332
79,538000
110,53136
79,159412
79,134512
79,239128
110,53140
110,159424
110,119572
110,358720
110,53144
110,179368
110,79720
79,605392
79,151360
79,159448
79,269080
128,1310740
141,53152
79,159460
110,79732
110,239200
79,255472
79,255472
79,255472
123,2071636
141,53160
185,1021876
141,79744
79,239236
79,113560
79,159496
79,179440
79,538324
123,345544
97,159508
97,89728
97,239272
123,345544
123,345544
79,201904
79,358936
123,345544
110,179476
123,345544
110,269224
79,227176
79,227176
79,403864
79,1363048
141,53184
123,345544
123,323512
123,323512
141,53188
141,159568
141,119680
79,359044
172,182068
123,647080
172,182068
97,239380
172,182068
172,182068
79,302992
79,538648
141,53200
172,182068
216,984148
216,984148
141,53204
141,159616
110,227284
110,359152
48,53208
141,179584
48,79816
110,404080
48,89800
48,159640
172,485512
172,808216
79,95956
247,14747488
141,79828
141,239488
79,85264
79,159664
79,119752
110,606256
79,95956
247,682072
79,95956
110,511576
79,75796
79,159688
79,179656
79,909520
79,170584
79,159700
79,113704
79,239560
79,170584
79,170584
79,383776
79,383776
172,575728
79,227428
172,575728
79,341152
172,1535272
172,1535272
309,106358020
309,106358020
22,53248
141,159748
216,129760
216,239632
97,53252
97,159760
97,119824
216,359476
172,53256
216,269620
172,79888
97,239668
172,59920
172,159784
97,179764
97,539296
97,53264
172,159796
172,134836
172,239704
97,53268
97,159808
172,119860
172,359584
97,53272
172,179800
97,79912
172,910276
172,89908
172,159832
172,269728
172,809188
185,250504
71,159844
97,79924
97,239776
172,67444
172,159856
172,119896
71,404656
185,250504
71,768256
185,250504
110,324160
97,59956
97,159880
97,179872
110,539620
185,250504
79,159892
79,96064
79,239848
185,250504
185,250504
79,455380
79,455380
71,53304
97,179908
71,79960
97,269872
71,134944
71,159928
79,404836
79,1214512
35,53312
71,159940
71,79972
71,239920
185,250504
185,250504
185,250504
123,768688
97,53320
71,341656
97,79984
185,250504
97,59992
97,159976
71,202480
71,539944
35,53328
97,159988
71,324376
71,324376
35,53332
35,160000
172,120004
172,360016
185,250504
172,180016
185,250504
123,1025296
185,250504
185,250504
79,270052
79,810160
35,53344
97,547540
71,80020
71,240064
71,53348
71,160048
71,120040
172,911572
35,53352
97,405160
35,80032
123,341872
172,384640
172,384640
172,384640
123,1538512
185,250504
35,160084
185,250504
185,250504
185,250504
185,250504
123,410884
123,410884
185,250504
79,512944
185,250504
123,410884
71,486952
71,486952
71,607984
123,1823956
141,53376
71,160132
172,144340
172,240208
172,144340
172,160144
172,144340
172,360340
35,53384
71,1154464
35,80080
110,410992
35,60064
35,160168
172,192436
172,540592
71,53392
216,2633632
216,2633632
216,2633632
71,53396
71,160192
35,120148
35,360448
71,53400
141,180232
71,80104
141,608308
71,101392
71,160216
71,270376
172,3079780
141,53408
141,228148
71,80116
71,240352
71,152116
71,160240
71,152116
172,1949236
141,53416
172,1369060
141,80128
71,240388
97,60100
97,160264
97,180304
216,540916
97,53424
97,160276
97,90160
97,240424
97,53428
97,160288
123,770308
123,770308
97,53432
71,180340
97,80152
71,270520
71,135268
71,160312
71,405808
216,1217428
141,53440
216,160324
216,146500
216,240496
97,53444
97,160336
97,120256
216,360772
97,53448
97,270592
97,80176
97,240532
97,60136
97,160360
71,456676
71,541240
141,53456
71,160372
71,202984
71,240568
141,53460
141,160384
79,385396
79,385396
97,114208
97,180448
97,114208
71,406024
97,114208
97,160408
172,1951288
172,1951288
48,53472
278,9635920
141,80212
141,240640
97,53476
97,160432
97,120328
71,609172
48,53480
260,406132
48,80224
322,41163712
53,67696
53,160456
53,180520
216,2056264
48,53488
48,160468
123,171376
123,240712
48,53492
48,160480
53,135412
53,361096
53,101572
123,257092
53,101572
260,17810656
53,304720
53,304720
123,914164
123,2742496
48,53504
97,160516
97,80260
97,240784
48,53508
48,160528
48,120400
123,361204
48,53512
216,270916
48,80272
216,695464
48,60208
48,160552
216,695464
216,695464
141,53520
48,160564
53,342952
53,342952
141,53524
141,160576
159,846916
159,846916
141,53528
159,846916
141,80296
123,1465108
97,90340
97,160600
97,271024
97,1564756
97,53536
71,160612
71,80308
71,240928
71,67768
71,160624
71,120472
123,549556
97,53544
123,609928
97,80320
71,244276
141,60244
141,160648
141,180736
97,542212
97,53552
71,160660
71,90376
71,241000
97,53556
97,160672
79,305044
79,361528
48,53560
123,651544
48,80344
48,271168
48,135592
48,160696
123,2316760
123,2316760
48,53568
97,160708
123,217240
123,241072
97,53572
97,160720
97,120544
123,1029832
97,85840
48,271240
97,85840
97,241108
97,85840
97,160744
71,514996
71,542536
48,53584
97,228904
247,4399972
247,4399972
48,53588
48,160768
97,120580
97,361744
141,53592
97,180880
141,80392
97,406996
141,90448
141,160792
97,386368
97,814048
141,53600
97,203524
123,80404
123,241216
123,53604
123,160816
123,120616
71,1373920
141,53608
123,407104
141,80416
123,241252
110,1100608
110,1100608
110,1100608
123,610720
141,53616
141,160852
123,90484
123,241288
141,53620
141,160864
97,135736
97,361960
97,85912
247,1567348
97,85912
97,271492
97,203632
97,203632
97,610900
97,1832704
48,53632
123,160900
123,80452
123,241360
123,53636
123,160912
123,120688
123,362068
48,53640
123,305512
48,80464
216,386692
48,60352
48,160936
154,181060
154,543184
48,53648
141,160948
141,135808
141,241432
48,53652
48,160960
79,120724
79,362176
48,53656
79,181096
48,80488
110,611224
154,619648
154,619648
154,619648
110,1740688
48,53664
110,870424
123,103336
123,241504
123,103336
123,161008
123,120760
123,407572
48,53672
123,917080
48,80512
123,343924
123,275560
123,275560
123,275560
123,543508
97,86020
48,161044
48,90592
48,241576
97,86020
97,161056
123,203848
123,362392
97,86020
48,181204
97,86020
216,2092552
216,2480056
216,2480056
216,2480056
216,2092552
92,53696
97,258064
123,774196
123,774196
48,53700
48,161104
48,120832
97,362500
141,53704
97,271888
141,80560
141,241684
141,60424
141,161128
97,305908
97,543832
92,53712
141,161140
97,203956
97,241720
92,53716
92,161152
97,152980
97,362608
141,53720
141,181312
141,80584
141,407968
141,90664
141,161176
185,1161844
185,1161844
92,53728
216,1276936
92,80596
92,241792
97,76516
97,161200
97,120904
216,1276936
92,53736
141,459088
92,80608
216,1276936
97,68020
97,161224
97,181384
185,11927896
141,53744
92,161236
97,102040
97,241864
141,53748
141,161248
128,516616
128,516616
141,153088
97,204100
141,153088
216,1276936
247,497176
247,497176
247,1377808
247,4133428
48,53760
97,161284
92,80644
92,241936
92,53764
92,161296
92,120976
141,362932
48,53768
92,272212
48,80656
92,241972
48,60496
48,161320
92,181492
92,544480
48,53776
48,161332
92,136132
92,242008
48,53780
48,161344
92,121012
92,363040
48,53784
92,181528
48,80680
216,1276936
216,6810136
216,6810136
216,6810136
172,816964
48,53792
216,6810136
48,80692
48,242080
229,2484916
229,2484916
229,2484916
216,6810136
48,53800
172,775636
48,80704
48,242116
141,60532
141,161416
141,181600
172,689524
48,53808
141,161428
141,90808
141,242152
48,53812
48,161440
110,689632
110,689632
53,53816
110,196648
53,80728
53,272464
53,136240
53,161464
172,408724
172,1226176
48,53824
141,161476
141,80740
141,242224
141,53828
141,161488
141,121120
53,363364
141,53832
172,272536
141,80752
141,242260
141,60568
141,161512
53,204424
53,545128
48,53840
154,560356
154,560356
154,560356
48,53844
48,161536
172,163780
172,363472
48,53848
172,181744
48,80776
154,121012864
48,90880
48,161560
141,272644
141,817936
48,53856
92,204496
92,80788
92,242368
92,53860
92,161584
92,121192
92,920320
48,53864
53,409048
48,80800
216,552904
92,153412
92,161608
92,181816
92,613636
92,53872
48,161620
141,115072
141,242440
92,53876
92,161632
92,136384
92,363688
92,68200
185,306880
92,80824
185,272788
92,517912
92,517912
92,613816
92,2071636
48,53888
154,491668
48,80836
48,242512
141,599056
141,599056
141,599056
141,599056
185,138400
141,460456
185,138400
141,599056
185,138400
185,161704
185,777112
185,777112
185,138400
92,161716
92,136456
92,242584
185,138400
185,161728
185,138400
185,363904
185,138400
92,181960
185,138400
154,3934960
92,172744
92,172744
92,272968
97,1381912
48,53920
92,161764
92,145780
92,242656
92,345544
92,345544
92,345544
97,983968
48,53928
92,3109912
48,80896
185,328048
48,60676
48,161800
48,182032
185,984148
79,53936
141,161812
141,91024
141,242728
79,53940
79,161824
185,204820
185,364120
79,53944
141,182068
79,80920
92,273112
141,136564
141,161848
141,409696
154,5683012
48,53952
79,161860
216,129652
216,242800
79,53956
79,161872
79,121408
185,364228
79,53960
185,273184
79,80944
185,242836
79,60712
79,161896
92,875284
92,875284
48,53968
79,161908
79,204928
79,242872
48,53972
48,161920
141,121444
141,364336
185,57652
79,182176
185,80968
216,4733152
185,91096
185,161944
79,307456
79,819880
48,53984
216,1970080
48,80980
48,242944
185,53988
185,161968
185,121480
185,1037824
48,53992
92,778408
48,80992
247,5399296
185,129760
185,161992
185,182248
92,2335444
141,54000
48,162004
216,1167856
216,1167856
141,54004
141,162016
92,136708
92,364552
141,102544
79,205072
141,102544
97,831544
177,1052512
177,1052512
177,1052512
92,2768740
48,54016
79,162052
79,81028
79,243088
79,54020
79,162064
79,121552
141,364660
79,54024
185,292084
79,81040
141,243124
79,60784
79,162088
79,182356
79,547072
40,54032
79,162100
66,153880
66,243160
40,54036
40,162112
66,121588
66,364768
40,54040
66,230848
40,81064
216,2077648
79,91204
79,162136
79,273616
247,2134996
40,54048
92,219184
40,81076
40,243232
40,68416
40,162160
40,121624
172,986308
40,54056
79,615760
40,81088
66,243268
40,60820
40,162184
40,182464
92,547396
40,54064
40,162196
40,91240
40,243304
40,54068
40,162208
92,584656
92,584656
